"","species","site","Date","Sample","Time.Code2","dfw","order","area","salinity","shoot.density","fetch","abundance","TimeID","function.","taxon","group","eelgrss.epifauna"
"4336","Eogammarus.confervicolus","BE",2012-06-15,9,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","predator","amphipod","crustacean","yes"
"4337","Eogammarus.confervicolus","NB",2012-07-10,7,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","predator","amphipod","crustacean","yes"
"4338","Eogammarus.confervicolus","RP",2012-07-03,11,"C",5.4,5,2.41,21.1,7.9,50551,0,"RP.C","predator","amphipod","crustacean","yes"
"4339","Eogammarus.confervicolus","EI",2012-07-23,4,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","predator","amphipod","crustacean","yes"
"4340","Eogammarus.confervicolus","CB",2012-08-11,8,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","predator","amphipod","crustacean","yes"
"4341","Eogammarus.confervicolus","NB",2012-08-09,16,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4342","Eogammarus.confervicolus","NB",2012-05-24,7,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4343","Eogammarus.confervicolus","CB",2012-07-05,1,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4344","Eogammarus.confervicolus","NB",2012-08-09,14,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4345","Eogammarus.confervicolus","WI",2012-08-05,14,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4346","Eogammarus.confervicolus","RP",2012-08-07,13,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4347","Eogammarus.confervicolus","CB",2012-05-26,6,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","predator","amphipod","crustacean","yes"
"4348","Eogammarus.confervicolus","NB",2012-08-09,8,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4349","Eogammarus.confervicolus","NB",2012-05-24,14,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4350","Eogammarus.confervicolus","WI",2012-08-05,3,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4351","Eogammarus.confervicolus","WI",2012-08-05,16,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4352","Eogammarus.confervicolus","RP",2012-08-07,16,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4353","Eogammarus.confervicolus","WI",2012-08-05,13,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4354","Eogammarus.confervicolus","NB",2012-07-10,1,"C",1,1,11.33,15.66666667,8,68719,1,"NB.C","predator","amphipod","crustacean","yes"
"4355","Eogammarus.confervicolus","RP",2012-07-03,7,"C",5.4,5,2.41,21.1,7.9,50551,0,"RP.C","predator","amphipod","crustacean","yes"
"4356","Eogammarus.confervicolus","DC",2012-08-03,3,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4357","Eogammarus.confervicolus","CB",2012-07-05,14,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4358","Eogammarus.confervicolus","EI",2012-07-23,15,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","predator","amphipod","crustacean","yes"
"4359","Eogammarus.confervicolus","RP",2012-05-22,14,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","predator","amphipod","crustacean","yes"
"4360","Eogammarus.confervicolus","BI",2012-06-20,7,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","predator","amphipod","crustacean","yes"
"4361","Eogammarus.confervicolus","WI",2012-06-30,3,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4362","Eogammarus.confervicolus","RP",2012-08-07,14,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4363","Eogammarus.confervicolus","CB",2012-05-26,10,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","predator","amphipod","crustacean","yes"
"4364","Eogammarus.confervicolus","WI",2012-06-30,1,"C",10.6,8,0.63,20.96666667,7.9,191429,12,"WI.C","predator","amphipod","crustacean","yes"
"4365","Eogammarus.confervicolus","DC",2012-08-03,1,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4366","Eogammarus.confervicolus","RP",2012-05-22,2,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","predator","amphipod","crustacean","yes"
"4367","Eogammarus.confervicolus","BE",2012-06-15,2,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","predator","amphipod","crustacean","yes"
"4368","Eogammarus.confervicolus","DC",2012-05-28,12,"A",14.4,9,4.34,24.86666667,12.5,32046,2,"DC.A","predator","amphipod","crustacean","yes"
"4369","Eogammarus.confervicolus","DC",2012-05-28,9,"A",14.4,9,4.34,24.86666667,12.5,32046,4,"DC.A","predator","amphipod","crustacean","yes"
"4370","Eogammarus.confervicolus","WI",2012-08-05,10,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4371","Eogammarus.confervicolus","NB",2012-05-24,13,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4372","Eogammarus.confervicolus","WI",2012-06-30,17,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4373","Eogammarus.confervicolus","BE",2012-06-15,7,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","predator","amphipod","crustacean","yes"
"4374","Eogammarus.confervicolus","RP",2012-08-07,4,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4375","Eogammarus.confervicolus","NB",2012-05-24,1,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4376","Eogammarus.confervicolus","NB",2012-05-24,6,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4377","Eogammarus.confervicolus","DC",2012-08-03,4,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4378","Eogammarus.confervicolus","CB",2012-07-05,11,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4379","Eogammarus.confervicolus","WI",2012-06-30,6,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4380","Eogammarus.confervicolus","NB",2012-08-09,7,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4381","Eogammarus.confervicolus","NB",2012-07-10,2,"C",1,1,11.33,15.66666667,8,68719,1,"NB.C","predator","amphipod","crustacean","yes"
"4382","Eogammarus.confervicolus","RP",2012-07-03,9,"C",5.4,5,2.41,21.1,7.9,50551,0,"RP.C","predator","amphipod","crustacean","yes"
"4383","Eogammarus.confervicolus","NB",2012-08-09,6,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4384","Eogammarus.confervicolus","WI",2012-06-30,8,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4385","Eogammarus.confervicolus","BI",2012-06-20,15,"C",5,3,0.61,15.7,NA,51587,1,"BI.C","predator","amphipod","crustacean","yes"
"4386","Eogammarus.confervicolus","CB",2012-05-26,5,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","predator","amphipod","crustacean","yes"
"4387","Eogammarus.confervicolus","CB",2012-05-26,3,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","predator","amphipod","crustacean","yes"
"4388","Eogammarus.confervicolus","BI",2012-06-20,14,"C",5,3,0.61,15.7,NA,51587,1,"BI.C","predator","amphipod","crustacean","yes"
"4389","Eogammarus.confervicolus","EI",2012-07-23,14,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","predator","amphipod","crustacean","yes"
"4390","Eogammarus.confervicolus","CC",2012-07-25,15,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4391","Eogammarus.confervicolus","CB",2012-08-11,14,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","predator","amphipod","crustacean","yes"
"4392","Eogammarus.confervicolus","EI",2012-07-23,9,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","predator","amphipod","crustacean","yes"
"4393","Eogammarus.confervicolus","NB",2012-05-24,10,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4394","Eogammarus.confervicolus","DC",2012-08-03,8,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4395","Eogammarus.confervicolus","WI",2012-06-30,7,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4396","Eogammarus.confervicolus","WI",2012-05-20,4,"A",10.6,8,0.63,20.96666667,7.9,191429,2,"WI.A","predator","amphipod","crustacean","yes"
"4397","Eogammarus.confervicolus","CB",2012-07-05,12,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4398","Eogammarus.confervicolus","WI",2012-06-30,2,"C",10.6,8,0.63,20.96666667,7.9,191429,4,"WI.C","predator","amphipod","crustacean","yes"
"4399","Eogammarus.confervicolus","EI",2012-07-23,16,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","predator","amphipod","crustacean","yes"
"4400","Eogammarus.confervicolus","DC",2012-06-27,5,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","predator","amphipod","crustacean","yes"
"4401","Eogammarus.confervicolus","NB",2012-05-24,9,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4402","Eogammarus.confervicolus","CB",2012-05-26,12,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","predator","amphipod","crustacean","yes"
"4403","Eogammarus.confervicolus","NB",2012-08-09,15,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4404","Eogammarus.confervicolus","EI",2012-07-23,11,"C",9,6,0.76,21.5,NA,97169,1,"EI.C","predator","amphipod","crustacean","yes"
"4405","Eogammarus.confervicolus","WI",2012-08-05,5,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4406","Eogammarus.confervicolus","RP",2012-05-22,13,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","predator","amphipod","crustacean","yes"
"4407","Eogammarus.confervicolus","WI",2012-08-05,12,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4408","Eogammarus.confervicolus","DC",2012-08-03,14,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4409","Eogammarus.confervicolus","CC",2012-07-25,10,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4410","Eogammarus.confervicolus","DC",2012-05-28,11,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","predator","amphipod","crustacean","yes"
"4411","Eogammarus.confervicolus","RP",2012-05-22,9,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","predator","amphipod","crustacean","yes"
"4412","Eogammarus.confervicolus","EI",2012-07-23,7,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","predator","amphipod","crustacean","yes"
"4413","Eogammarus.confervicolus","DC",2012-08-03,16,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4414","Eogammarus.confervicolus","BE",2012-06-15,4,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","predator","amphipod","crustacean","yes"
"4415","Eogammarus.confervicolus","BI",2012-06-20,1,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","predator","amphipod","crustacean","yes"
"4416","Eogammarus.confervicolus","EI",2012-07-23,2,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","predator","amphipod","crustacean","yes"
"4417","Eogammarus.confervicolus","DC",2012-06-27,1,"C",14.4,9,4.34,24.86666667,12.5,32046,1,"DC.C","predator","amphipod","crustacean","yes"
"4418","Eogammarus.confervicolus","NB",2012-08-09,9,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4419","Eogammarus.confervicolus","WI",2012-06-30,5,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4420","Eogammarus.confervicolus","EI",2012-07-23,10,"C",9,6,0.76,21.5,NA,97169,1,"EI.C","predator","amphipod","crustacean","yes"
"4421","Eogammarus.confervicolus","CB",2012-08-11,3,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","predator","amphipod","crustacean","yes"
"4422","Eogammarus.confervicolus","CB",2012-05-26,15,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","predator","amphipod","crustacean","yes"
"4423","Eogammarus.confervicolus","BI",2012-06-20,12,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","predator","amphipod","crustacean","yes"
"4424","Eogammarus.confervicolus","BE",2012-06-15,16,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","predator","amphipod","crustacean","yes"
"4425","Eogammarus.confervicolus","WI",2012-08-05,1,"E",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.E","predator","amphipod","crustacean","yes"
"4426","Eogammarus.confervicolus","CB",2012-05-26,4,"A",5.8,4,1.02,16.36666667,5,24845,0,"CB.A","predator","amphipod","crustacean","yes"
"4427","Eogammarus.confervicolus","CC",2012-07-25,4,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4428","Eogammarus.confervicolus","RP",2012-08-07,3,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4429","Eogammarus.confervicolus","BE",2012-06-15,5,"C",9.4,7,0.12,23.5,NA,58973,1,"BE.C","predator","amphipod","crustacean","yes"
"4430","Eogammarus.confervicolus","CB",2012-07-05,10,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4431","Eogammarus.confervicolus","EI",2012-07-23,1,"C",9,6,0.76,21.5,NA,97169,0,"EI.C","predator","amphipod","crustacean","yes"
"4432","Eogammarus.confervicolus","EI",2012-07-23,12,"C",9,6,0.76,21.5,NA,97169,1,"EI.C","predator","amphipod","crustacean","yes"
"4433","Eogammarus.confervicolus","WI",2012-05-20,14,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","predator","amphipod","crustacean","yes"
"4434","Eogammarus.confervicolus","DC",2012-06-27,12,"C",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.C","predator","amphipod","crustacean","yes"
"4435","Eogammarus.confervicolus","RP",2012-08-07,9,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4436","Eogammarus.confervicolus","DC",2012-08-03,7,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4437","Eogammarus.confervicolus","WI",2012-05-20,3,"A",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.A","predator","amphipod","crustacean","yes"
"4438","Eogammarus.confervicolus","NB",2012-08-09,3,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4439","Eogammarus.confervicolus","CB",2012-07-05,3,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4440","Eogammarus.confervicolus","CC",2012-07-25,5,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4441","Eogammarus.confervicolus","CB",2012-07-05,6,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4442","Eogammarus.confervicolus","WI",2012-06-30,10,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4443","Eogammarus.confervicolus","CB",2012-08-11,15,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","predator","amphipod","crustacean","yes"
"4444","Eogammarus.confervicolus","RP",2012-05-22,7,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","predator","amphipod","crustacean","yes"
"4445","Eogammarus.confervicolus","BI",2012-06-20,8,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","predator","amphipod","crustacean","yes"
"4446","Eogammarus.confervicolus","DC",2012-08-03,2,"E",14.4,9,4.34,24.86666667,12.5,32046,1,"DC.E","predator","amphipod","crustacean","yes"
"4447","Eogammarus.confervicolus","NB",2012-07-10,12,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","predator","amphipod","crustacean","yes"
"4448","Eogammarus.confervicolus","WI",2012-05-20,12,"A",10.6,8,0.63,20.96666667,7.9,191429,8,"WI.A","predator","amphipod","crustacean","yes"
"4449","Eogammarus.confervicolus","CC",2012-07-25,14,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4450","Eogammarus.confervicolus","NB",2012-07-10,16,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","predator","amphipod","crustacean","yes"
"4451","Eogammarus.confervicolus","WI",2012-05-20,10,"A",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.A","predator","amphipod","crustacean","yes"
"4452","Eogammarus.confervicolus","DC",2012-05-28,10,"A",14.4,9,4.34,24.86666667,12.5,32046,1,"DC.A","predator","amphipod","crustacean","yes"
"4453","Eogammarus.confervicolus","BE",2012-06-15,3,"C",9.4,7,0.12,23.5,NA,58973,0,"BE.C","predator","amphipod","crustacean","yes"
"4454","Eogammarus.confervicolus","RP",2012-07-03,10,"C",5.4,5,2.41,21.1,7.9,50551,0,"RP.C","predator","amphipod","crustacean","yes"
"4455","Eogammarus.confervicolus","DC",2012-08-03,15,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4456","Eogammarus.confervicolus","WI",2012-05-20,7,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","predator","amphipod","crustacean","yes"
"4457","Eogammarus.confervicolus","BI",2012-06-20,11,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","predator","amphipod","crustacean","yes"
"4458","Eogammarus.confervicolus","WI",2012-05-20,2,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","predator","amphipod","crustacean","yes"
"4459","Eogammarus.confervicolus","DC",2012-05-28,1,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","predator","amphipod","crustacean","yes"
"4460","Eogammarus.confervicolus","NB",2012-08-09,12,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4461","Eogammarus.confervicolus","RP",2012-07-03,1,"C",5.4,5,2.41,21.1,7.9,50551,0,"RP.C","predator","amphipod","crustacean","yes"
"4462","Eogammarus.confervicolus","RP",2012-05-22,3,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","predator","amphipod","crustacean","yes"
"4463","Eogammarus.confervicolus","NB",2012-07-10,13,"C",1,1,11.33,15.66666667,8,68719,1,"NB.C","predator","amphipod","crustacean","yes"
"4464","Eogammarus.confervicolus","RP",2012-08-07,1,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4465","Eogammarus.confervicolus","NB",2012-05-24,4,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4466","Eogammarus.confervicolus","CB",2012-08-11,16,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","predator","amphipod","crustacean","yes"
"4467","Eogammarus.confervicolus","EI",2012-07-23,3,"C",9,6,0.76,21.5,NA,97169,2,"EI.C","predator","amphipod","crustacean","yes"
"4468","Eogammarus.confervicolus","WI",2012-05-20,8,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","predator","amphipod","crustacean","yes"
"4469","Eogammarus.confervicolus","WI",2012-05-20,5,"A",10.6,8,0.63,20.96666667,7.9,191429,1,"WI.A","predator","amphipod","crustacean","yes"
"4470","Eogammarus.confervicolus","CC",2012-07-25,1,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4471","Eogammarus.confervicolus","CC",2012-07-25,2,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4472","Eogammarus.confervicolus","EI",2012-07-23,13,"C",9,6,0.76,21.5,NA,97169,1,"EI.C","predator","amphipod","crustacean","yes"
"4473","Eogammarus.confervicolus","RP",2012-07-03,12,"C",5.4,5,2.41,21.1,7.9,50551,0,"RP.C","predator","amphipod","crustacean","yes"
"4474","Eogammarus.confervicolus","WI",2012-05-20,11,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","predator","amphipod","crustacean","yes"
"4475","Eogammarus.confervicolus","CC",2012-07-25,13,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4476","Eogammarus.confervicolus","NB",2012-08-09,13,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4477","Eogammarus.confervicolus","CB",2012-07-05,13,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4478","Eogammarus.confervicolus","DC",2012-05-28,8,"A",14.4,9,4.34,24.86666667,12.5,32046,2,"DC.A","predator","amphipod","crustacean","yes"
"4479","Eogammarus.confervicolus","NB",2012-05-24,5,"A",1,1,11.33,15.66666667,8,68719,0,"NB.A","predator","amphipod","crustacean","yes"
"4480","Eogammarus.confervicolus","RP",2012-05-22,11,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","predator","amphipod","crustacean","yes"
"4481","Eogammarus.confervicolus","BI",2012-06-20,4,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","predator","amphipod","crustacean","yes"
"4482","Eogammarus.confervicolus","RP",2012-08-07,12,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4483","Eogammarus.confervicolus","RP",2012-05-22,10,"A",5.4,5,2.41,21.1,7.9,50551,0,"RP.A","predator","amphipod","crustacean","yes"
"4484","Eogammarus.confervicolus","NB",2012-08-09,1,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4485","Eogammarus.confervicolus","WI",2012-06-30,4,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4486","Eogammarus.confervicolus","RP",2012-08-07,5,"E",5.4,5,2.41,21.1,7.9,50551,0,"RP.E","predator","amphipod","crustacean","yes"
"4487","Eogammarus.confervicolus","RP",2012-07-03,4,"C",5.4,5,2.41,21.1,7.9,50551,0,"RP.C","predator","amphipod","crustacean","yes"
"4488","Eogammarus.confervicolus","RP",2012-07-03,5,"C",5.4,5,2.41,21.1,7.9,50551,0,"RP.C","predator","amphipod","crustacean","yes"
"4489","Eogammarus.confervicolus","DC",2012-08-03,10,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4490","Eogammarus.confervicolus","DC",2012-05-28,7,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","predator","amphipod","crustacean","yes"
"4491","Eogammarus.confervicolus","NB",2012-07-10,9,"C",1,1,11.33,15.66666667,8,68719,0,"NB.C","predator","amphipod","crustacean","yes"
"4492","Eogammarus.confervicolus","CC",2012-07-25,7,"C",2.2,2,0.95,15.8,NA,29414,1,"CC.C","predator","amphipod","crustacean","yes"
"4493","Eogammarus.confervicolus","NB",2012-05-24,3,"A",1,1,11.33,15.66666667,8,68719,1,"NB.A","predator","amphipod","crustacean","yes"
"4494","Eogammarus.confervicolus","CB",2012-08-11,11,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","predator","amphipod","crustacean","yes"
"4495","Eogammarus.confervicolus","DC",2012-05-28,13,"A",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.A","predator","amphipod","crustacean","yes"
"4496","Eogammarus.confervicolus","NB",2012-08-09,2,"E",1,1,11.33,15.66666667,8,68719,0,"NB.E","predator","amphipod","crustacean","yes"
"4497","Eogammarus.confervicolus","CB",2012-08-11,13,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","predator","amphipod","crustacean","yes"
"4498","Eogammarus.confervicolus","CC",2012-07-25,3,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4499","Eogammarus.confervicolus","CB",2012-08-11,4,"E",5.8,4,1.02,16.36666667,5,24845,0,"CB.E","predator","amphipod","crustacean","yes"
"4500","Eogammarus.confervicolus","WI",2012-05-20,16,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","predator","amphipod","crustacean","yes"
"4501","Eogammarus.confervicolus","WI",2012-05-20,13,"A",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.A","predator","amphipod","crustacean","yes"
"4502","Eogammarus.confervicolus","WI",2012-06-30,16,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4503","Eogammarus.confervicolus","DC",2012-08-03,11,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4504","Eogammarus.confervicolus","CC",2012-07-25,9,"C",2.2,2,0.95,15.8,NA,29414,0,"CC.C","predator","amphipod","crustacean","yes"
"4505","Eogammarus.confervicolus","WI",2012-06-30,12,"C",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.C","predator","amphipod","crustacean","yes"
"4506","Eogammarus.confervicolus","DC",2012-08-03,12,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
"4507","Eogammarus.confervicolus","BI",2012-06-20,9,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","predator","amphipod","crustacean","yes"
"4508","Eogammarus.confervicolus","WI",2012-08-05,7,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4509","Eogammarus.confervicolus","BI",2012-06-20,10,"C",5,3,0.61,15.7,NA,51587,0,"BI.C","predator","amphipod","crustacean","yes"
"4510","Eogammarus.confervicolus","CB",2012-07-05,2,"C",5.8,4,1.02,16.36666667,5,24845,0,"CB.C","predator","amphipod","crustacean","yes"
"4511","Eogammarus.confervicolus","WI",2012-08-05,6,"E",10.6,8,0.63,20.96666667,7.9,191429,0,"WI.E","predator","amphipod","crustacean","yes"
"4512","Eogammarus.confervicolus","DC",2012-05-28,16,"A",14.4,9,4.34,24.86666667,12.5,32046,2,"DC.A","predator","amphipod","crustacean","yes"
"4513","Eogammarus.confervicolus","DC",2012-08-03,6,"E",14.4,9,4.34,24.86666667,12.5,32046,0,"DC.E","predator","amphipod","crustacean","yes"
